relation_id,reference_model_id,reference_model,compatible_model_id,compatible_model,film_type,status,confidence,evidence_class,source_file,source_row,source_url,last_verified,conflict,notes
pelicula_g001__samsung_galaxy_a02__samsung_galaxy_a13_5g,samsung_galaxy_a02,Samsung Galaxy A02,samsung_galaxy_a13_5g,Samsung Galaxy A13 5G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,337,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a02__samsung_galaxy_a23,samsung_galaxy_a02,Samsung Galaxy A02,samsung_galaxy_a23,Samsung Galaxy A23,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,338,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a02__samsung_galaxy_a23_4g,samsung_galaxy_a02,Samsung Galaxy A02,samsung_galaxy_a23_4g,Samsung Galaxy A23 4G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,339,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a02__samsung_galaxy_a70,samsung_galaxy_a02,Samsung Galaxy A02,samsung_galaxy_a70,Samsung Galaxy A70,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,340,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a02__samsung_galaxy_m12,samsung_galaxy_a02,Samsung Galaxy A02,samsung_galaxy_m12,Samsung Galaxy M12,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,341,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a02s__samsung_galaxy_a03,samsung_galaxy_a02s,Samsung Galaxy A02S,samsung_galaxy_a03,Samsung Galaxy A03,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,342,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a02s__samsung_galaxy_a03_core,samsung_galaxy_a02s,Samsung Galaxy A02S,samsung_galaxy_a03_core,Samsung Galaxy A03 Core,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,343,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a02s__samsung_galaxy_a03s,samsung_galaxy_a02s,Samsung Galaxy A02S,samsung_galaxy_a03s,Samsung Galaxy A03S,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,344,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a02s__samsung_galaxy_a12,samsung_galaxy_a02s,Samsung Galaxy A02S,samsung_galaxy_a12,Samsung Galaxy A12,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,345,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a02s__samsung_galaxy_a13,samsung_galaxy_a02s,Samsung Galaxy A02S,samsung_galaxy_a13,Samsung Galaxy A13,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,346,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a02s__samsung_galaxy_a13_4g,samsung_galaxy_a02s,Samsung Galaxy A02S,samsung_galaxy_a13_4g,Samsung Galaxy A13 4G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,347,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a02s__samsung_galaxy_a13_5g,samsung_galaxy_a02s,Samsung Galaxy A02S,samsung_galaxy_a13_5g,Samsung Galaxy A13 5G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,348,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a02s__samsung_galaxy_a23,samsung_galaxy_a02s,Samsung Galaxy A02S,samsung_galaxy_a23,Samsung Galaxy A23,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,349,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a02s__samsung_galaxy_a23_4g,samsung_galaxy_a02s,Samsung Galaxy A02S,samsung_galaxy_a23_4g,Samsung Galaxy A23 4G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,350,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a02s__samsung_galaxy_a70,samsung_galaxy_a02s,Samsung Galaxy A02S,samsung_galaxy_a70,Samsung Galaxy A70,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,351,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a02s__samsung_galaxy_m12,samsung_galaxy_a02s,Samsung Galaxy A02S,samsung_galaxy_m12,Samsung Galaxy M12,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,352,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03__samsung_galaxy_a03_core,samsung_galaxy_a03,Samsung Galaxy A03,samsung_galaxy_a03_core,Samsung Galaxy A03 Core,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,353,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03__samsung_galaxy_a03s,samsung_galaxy_a03,Samsung Galaxy A03,samsung_galaxy_a03s,Samsung Galaxy A03S,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,354,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03__samsung_galaxy_a12,samsung_galaxy_a03,Samsung Galaxy A03,samsung_galaxy_a12,Samsung Galaxy A12,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,355,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03__samsung_galaxy_a13,samsung_galaxy_a03,Samsung Galaxy A03,samsung_galaxy_a13,Samsung Galaxy A13,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,356,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03__samsung_galaxy_a13_4g,samsung_galaxy_a03,Samsung Galaxy A03,samsung_galaxy_a13_4g,Samsung Galaxy A13 4G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,357,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03__samsung_galaxy_a13_5g,samsung_galaxy_a03,Samsung Galaxy A03,samsung_galaxy_a13_5g,Samsung Galaxy A13 5G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,358,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03__samsung_galaxy_a23,samsung_galaxy_a03,Samsung Galaxy A03,samsung_galaxy_a23,Samsung Galaxy A23,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,359,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03__samsung_galaxy_a23_4g,samsung_galaxy_a03,Samsung Galaxy A03,samsung_galaxy_a23_4g,Samsung Galaxy A23 4G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,360,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03__samsung_galaxy_a70,samsung_galaxy_a03,Samsung Galaxy A03,samsung_galaxy_a70,Samsung Galaxy A70,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,361,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03__samsung_galaxy_m12,samsung_galaxy_a03,Samsung Galaxy A03,samsung_galaxy_m12,Samsung Galaxy M12,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,362,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03_core__samsung_galaxy_a03s,samsung_galaxy_a03_core,Samsung Galaxy A03 Core,samsung_galaxy_a03s,Samsung Galaxy A03S,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,363,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03_core__samsung_galaxy_a12,samsung_galaxy_a03_core,Samsung Galaxy A03 Core,samsung_galaxy_a12,Samsung Galaxy A12,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,364,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03_core__samsung_galaxy_a13,samsung_galaxy_a03_core,Samsung Galaxy A03 Core,samsung_galaxy_a13,Samsung Galaxy A13,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,365,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03_core__samsung_galaxy_a13_4g,samsung_galaxy_a03_core,Samsung Galaxy A03 Core,samsung_galaxy_a13_4g,Samsung Galaxy A13 4G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,366,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03_core__samsung_galaxy_a13_5g,samsung_galaxy_a03_core,Samsung Galaxy A03 Core,samsung_galaxy_a13_5g,Samsung Galaxy A13 5G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,367,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03_core__samsung_galaxy_a23,samsung_galaxy_a03_core,Samsung Galaxy A03 Core,samsung_galaxy_a23,Samsung Galaxy A23,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,368,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03_core__samsung_galaxy_a23_4g,samsung_galaxy_a03_core,Samsung Galaxy A03 Core,samsung_galaxy_a23_4g,Samsung Galaxy A23 4G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,369,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03_core__samsung_galaxy_a70,samsung_galaxy_a03_core,Samsung Galaxy A03 Core,samsung_galaxy_a70,Samsung Galaxy A70,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,370,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03_core__samsung_galaxy_m12,samsung_galaxy_a03_core,Samsung Galaxy A03 Core,samsung_galaxy_m12,Samsung Galaxy M12,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,371,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03s__samsung_galaxy_a12,samsung_galaxy_a03s,Samsung Galaxy A03S,samsung_galaxy_a12,Samsung Galaxy A12,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,372,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03s__samsung_galaxy_a13,samsung_galaxy_a03s,Samsung Galaxy A03S,samsung_galaxy_a13,Samsung Galaxy A13,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,373,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03s__samsung_galaxy_a13_4g,samsung_galaxy_a03s,Samsung Galaxy A03S,samsung_galaxy_a13_4g,Samsung Galaxy A13 4G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,374,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03s__samsung_galaxy_a13_5g,samsung_galaxy_a03s,Samsung Galaxy A03S,samsung_galaxy_a13_5g,Samsung Galaxy A13 5G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,375,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03s__samsung_galaxy_a23,samsung_galaxy_a03s,Samsung Galaxy A03S,samsung_galaxy_a23,Samsung Galaxy A23,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,376,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03s__samsung_galaxy_a23_4g,samsung_galaxy_a03s,Samsung Galaxy A03S,samsung_galaxy_a23_4g,Samsung Galaxy A23 4G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,377,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03s__samsung_galaxy_a70,samsung_galaxy_a03s,Samsung Galaxy A03S,samsung_galaxy_a70,Samsung Galaxy A70,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,378,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a03s__samsung_galaxy_m12,samsung_galaxy_a03s,Samsung Galaxy A03S,samsung_galaxy_m12,Samsung Galaxy M12,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,379,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a12__samsung_galaxy_a13,samsung_galaxy_a12,Samsung Galaxy A12,samsung_galaxy_a13,Samsung Galaxy A13,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,380,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a12__samsung_galaxy_a13_4g,samsung_galaxy_a12,Samsung Galaxy A12,samsung_galaxy_a13_4g,Samsung Galaxy A13 4G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,381,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a12__samsung_galaxy_a13_5g,samsung_galaxy_a12,Samsung Galaxy A12,samsung_galaxy_a13_5g,Samsung Galaxy A13 5G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,382,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a12__samsung_galaxy_a23,samsung_galaxy_a12,Samsung Galaxy A12,samsung_galaxy_a23,Samsung Galaxy A23,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,383,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a12__samsung_galaxy_a23_4g,samsung_galaxy_a12,Samsung Galaxy A12,samsung_galaxy_a23_4g,Samsung Galaxy A23 4G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,384,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a12__samsung_galaxy_a70,samsung_galaxy_a12,Samsung Galaxy A12,samsung_galaxy_a70,Samsung Galaxy A70,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,385,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a12__samsung_galaxy_m12,samsung_galaxy_a12,Samsung Galaxy A12,samsung_galaxy_m12,Samsung Galaxy M12,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,386,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a13__samsung_galaxy_a13_4g,samsung_galaxy_a13,Samsung Galaxy A13,samsung_galaxy_a13_4g,Samsung Galaxy A13 4G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,387,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a13__samsung_galaxy_a13_5g,samsung_galaxy_a13,Samsung Galaxy A13,samsung_galaxy_a13_5g,Samsung Galaxy A13 5G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,388,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a13__samsung_galaxy_a23,samsung_galaxy_a13,Samsung Galaxy A13,samsung_galaxy_a23,Samsung Galaxy A23,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,389,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__samsung_galaxy_a13__samsung_galaxy_a23_4g,samsung_galaxy_a13,Samsung Galaxy A13,samsung_galaxy_a23_4g,Samsung Galaxy A23 4G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,390,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
