alias_id,alias,canonical_model_id,canonical_name,brand,alias_type,source_file,source_row,status,ambiguous,conflict,notes
motorola_edge_20_lite__edge_20_lite,Edge 20 Lite,motorola_edge_20_lite,Motorola Edge 20 Lite,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,274,ativo,false,false,Variante comercial sem fabricante principal.
motorola_edge_20_lite__edge20lite,Edge20Lite,motorola_edge_20_lite,Motorola Edge 20 Lite,Motorola,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,275,ativo,false,false,Alias informado na planilha de capinhas.
motorola_edge_20_lite__moto_edge_20_lite,Moto Edge 20 Lite,motorola_edge_20_lite,Motorola Edge 20 Lite,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,276,ativo,false,false,Linha Moto + nome curto.
motorola_edge_20_lite__motorola_edge_20_lite,Motorola Edge 20 Lite,motorola_edge_20_lite,Motorola Edge 20 Lite,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,277,ativo,false,false,Nome canonico.
motorola_edge_20_pro__edge_20_pro,Edge 20 Pro,motorola_edge_20_pro,Motorola Edge 20 Pro,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,278,ativo,false,false,Variante comercial sem fabricante principal.
motorola_edge_20_pro__edge20pro,Edge20Pro,motorola_edge_20_pro,Motorola Edge 20 Pro,Motorola,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,279,ativo,false,false,Alias informado na planilha de capinhas.
motorola_edge_20_pro__moto_edge_20_pro,Moto Edge 20 Pro,motorola_edge_20_pro,Motorola Edge 20 Pro,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,280,ativo,false,false,Linha Moto + nome curto.
motorola_edge_20_pro__motorola_edge_20_pro,Motorola Edge 20 Pro,motorola_edge_20_pro,Motorola Edge 20 Pro,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,281,ativo,false,false,Nome canonico.
motorola_edge_30__edge_30,Edge 30,motorola_edge_30,Motorola Edge 30,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,282,ativo,false,false,Variante comercial sem fabricante principal.
motorola_edge_30__edge30,Edge30,motorola_edge_30,Motorola Edge 30,Motorola,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,283,ativo,false,false,Alias informado na planilha de capinhas.
motorola_edge_30__moto_edge_30,Moto Edge 30,motorola_edge_30,Motorola Edge 30,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,284,ativo,false,false,Linha Moto + nome curto.
motorola_edge_30__motorola_edge_30,Motorola Edge 30,motorola_edge_30,Motorola Edge 30,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,285,ativo,false,false,Nome canonico.
motorola_edge_30_neo__edge_30_neo,Edge 30 Neo,motorola_edge_30_neo,Motorola Edge 30 Neo,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,286,ativo,false,false,Variante comercial sem fabricante principal.
motorola_edge_30_neo__edge30neo,Edge30Neo,motorola_edge_30_neo,Motorola Edge 30 Neo,Motorola,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,287,ativo,false,false,Alias informado na planilha de capinhas.
motorola_edge_30_neo__moto_edge_30_neo,Moto Edge 30 Neo,motorola_edge_30_neo,Motorola Edge 30 Neo,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,288,ativo,false,false,Linha Moto + nome curto.
motorola_edge_30_neo__motorola_edge_30_neo,Motorola Edge 30 Neo,motorola_edge_30_neo,Motorola Edge 30 Neo,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,289,ativo,false,false,Nome canonico.
motorola_edge_30_pro__edge_30_pro,Edge 30 Pro,motorola_edge_30_pro,Motorola Edge 30 Pro,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,290,ativo,false,false,Variante comercial sem fabricante principal.
motorola_edge_30_pro__edge30pro,Edge30Pro,motorola_edge_30_pro,Motorola Edge 30 Pro,Motorola,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,291,ativo,false,false,Alias informado na planilha de capinhas.
motorola_edge_30_pro__moto_edge_30_pro,Moto Edge 30 Pro,motorola_edge_30_pro,Motorola Edge 30 Pro,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,292,ativo,false,false,Linha Moto + nome curto.
motorola_edge_30_pro__motorola_edge_30_pro,Motorola Edge 30 Pro,motorola_edge_30_pro,Motorola Edge 30 Pro,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,293,ativo,false,false,Nome canonico.
motorola_edge_50_neo__edge_50_neo,Edge 50 Neo,motorola_edge_50_neo,Motorola Edge 50 Neo,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,294,ativo,false,false,Variante comercial sem fabricante principal.
motorola_edge_50_neo__edge50neo,Edge50Neo,motorola_edge_50_neo,Motorola Edge 50 Neo,Motorola,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,295,ativo,false,false,Alias informado na planilha de capinhas.
motorola_edge_50_neo__moto_edge_50_neo,Moto Edge 50 Neo,motorola_edge_50_neo,Motorola Edge 50 Neo,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,296,ativo,false,false,Linha Moto + nome curto.
motorola_edge_50_neo__motorola_edge_50_neo,Motorola Edge 50 Neo,motorola_edge_50_neo,Motorola Edge 50 Neo,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,297,ativo,false,false,Nome canonico.
motorola_edge_60_neo__edge_60_neo,Edge 60 Neo,motorola_edge_60_neo,Motorola Edge 60 Neo,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,298,ativo,false,false,Variante comercial sem fabricante principal.
motorola_edge_60_neo__edge60neo,Edge60Neo,motorola_edge_60_neo,Motorola Edge 60 Neo,Motorola,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,299,ativo,false,false,Alias informado na planilha de capinhas.
motorola_edge_60_neo__moto_edge_60_neo,Moto Edge 60 Neo,motorola_edge_60_neo,Motorola Edge 60 Neo,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,300,ativo,false,false,Linha Moto + nome curto.
motorola_edge_60_neo__motorola_edge_60_neo,Motorola Edge 60 Neo,motorola_edge_60_neo,Motorola Edge 60 Neo,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,301,ativo,false,false,Nome canonico.
motorola_edge_70__edge_70,Edge 70,motorola_edge_70,Motorola Edge 70,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,302,ativo,false,false,Variante comercial sem fabricante principal.
motorola_edge_70__edge70,Edge70,motorola_edge_70,Motorola Edge 70,Motorola,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,303,ativo,false,false,Alias informado na planilha de capinhas.
motorola_edge_70__moto_edge_70,Moto Edge 70,motorola_edge_70,Motorola Edge 70,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,304,ativo,false,false,Linha Moto + nome curto.
motorola_edge_70__motorola_edge_70,Motorola Edge 70,motorola_edge_70,Motorola Edge 70,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,305,ativo,false,false,Nome canonico.
motorola_edge_s__edge_s,Edge S,motorola_edge_s,Motorola Edge S,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,306,ativo,false,false,Variante comercial sem fabricante principal.
motorola_edge_s__edges,EdgeS,motorola_edge_s,Motorola Edge S,Motorola,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,307,ativo,false,false,Alias informado na planilha de capinhas.
motorola_edge_s__moto_edge_s,Moto Edge S,motorola_edge_s,Motorola Edge S,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,308,ativo,false,false,Linha Moto + nome curto.
motorola_edge_s__motorola_edge_s,Motorola Edge S,motorola_edge_s,Motorola Edge S,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,309,ativo,false,false,Nome canonico.
motorola_moto_e13__e13,E13,motorola_moto_e13,Motorola Moto E13,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,310,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_e13__moto_e13,Moto E13,motorola_moto_e13,Motorola Moto E13,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,311,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_e13__motorola_e13,Motorola E13,motorola_moto_e13,Motorola Moto E13,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,312,ativo,false,false,Fabricante + nome curto.
motorola_moto_e13__motorola_moto_e13,Motorola Moto E13,motorola_moto_e13,Motorola Moto E13,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,313,ativo,false,false,Nome canonico.
motorola_moto_e14__e14,E14,motorola_moto_e14,Motorola Moto E14,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,314,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_e14__moto_e14,Moto E14,motorola_moto_e14,Motorola Moto E14,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,315,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_e14__motorola_e14,Motorola E14,motorola_moto_e14,Motorola Moto E14,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,316,ativo,false,false,Fabricante + nome curto.
motorola_moto_e14__motorola_moto_e14,Motorola Moto E14,motorola_moto_e14,Motorola Moto E14,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,317,ativo,false,false,Nome canonico.
motorola_moto_e15__e15,E15,motorola_moto_e15,Motorola Moto E15,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,318,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_e15__moto_e15,Moto E15,motorola_moto_e15,Motorola Moto E15,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,319,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_e15__motorola_e15,Motorola E15,motorola_moto_e15,Motorola Moto E15,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,320,ativo,false,false,Fabricante + nome curto.
motorola_moto_e15__motorola_moto_e15,Motorola Moto E15,motorola_moto_e15,Motorola Moto E15,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,321,ativo,false,false,Nome canonico.
motorola_moto_e20__e20,E20,motorola_moto_e20,Motorola Moto E20,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,322,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_e20__moto_e20,Moto E20,motorola_moto_e20,Motorola Moto E20,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,323,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_e20__motorola_e20,Motorola E20,motorola_moto_e20,Motorola Moto E20,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,324,ativo,false,false,Fabricante + nome curto.
motorola_moto_e20__motorola_moto_e20,Motorola Moto E20,motorola_moto_e20,Motorola Moto E20,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,325,ativo,false,false,Nome canonico.
motorola_moto_e22__e22,E22,motorola_moto_e22,Motorola Moto E22,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,326,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_e22__moto_e22,Moto E22,motorola_moto_e22,Motorola Moto E22,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,327,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_e22__motorola_e22,Motorola E22,motorola_moto_e22,Motorola Moto E22,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,328,ativo,false,false,Fabricante + nome curto.
motorola_moto_e22__motorola_moto_e22,Motorola Moto E22,motorola_moto_e22,Motorola Moto E22,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,329,ativo,false,false,Nome canonico.
motorola_moto_e30__e30,E30,motorola_moto_e30,Motorola Moto E30,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,330,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_e30__moto_e30,Moto E30,motorola_moto_e30,Motorola Moto E30,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,331,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_e30__motorola_e30,Motorola E30,motorola_moto_e30,Motorola Moto E30,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,332,ativo,false,false,Fabricante + nome curto.
motorola_moto_e30__motorola_moto_e30,Motorola Moto E30,motorola_moto_e30,Motorola Moto E30,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,333,ativo,false,false,Nome canonico.
motorola_moto_e32__e32,E32,motorola_moto_e32,Motorola Moto E32,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,334,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_e32__moto_e32,Moto E32,motorola_moto_e32,Motorola Moto E32,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,335,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_e32__motorola_e32,Motorola E32,motorola_moto_e32,Motorola Moto E32,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,336,ativo,false,false,Fabricante + nome curto.
motorola_moto_e32__motorola_moto_e32,Motorola Moto E32,motorola_moto_e32,Motorola Moto E32,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,337,ativo,false,false,Nome canonico.
motorola_moto_e32s__e32s,E32S,motorola_moto_e32s,Motorola Moto E32S,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,338,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_e32s__moto_e32s,Moto E32S,motorola_moto_e32s,Motorola Moto E32S,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,339,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_e32s__motorola_e32s,Motorola E32S,motorola_moto_e32s,Motorola Moto E32S,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,340,ativo,false,false,Fabricante + nome curto.
motorola_moto_e32s__motorola_moto_e32s,Motorola Moto E32S,motorola_moto_e32s,Motorola Moto E32S,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,341,ativo,false,false,Nome canonico.
motorola_moto_e40__e40,E40,motorola_moto_e40,Motorola Moto E40,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,342,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_e40__moto_e40,Moto E40,motorola_moto_e40,Motorola Moto E40,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,343,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_e40__motorola_e40,Motorola E40,motorola_moto_e40,Motorola Moto E40,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,344,ativo,false,false,Fabricante + nome curto.
motorola_moto_e40__motorola_moto_e40,Motorola Moto E40,motorola_moto_e40,Motorola Moto E40,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,345,ativo,false,false,Nome canonico.
motorola_moto_e6_play__e6_play,E6 Play,motorola_moto_e6_play,Motorola Moto E6 Play,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,346,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_e6_play__e6play,E6Play,motorola_moto_e6_play,Motorola Moto E6 Play,Motorola,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,347,ativo,false,false,Alias informado na planilha de capinhas.
motorola_moto_e6_play__moto_e6_play,Moto E6 Play,motorola_moto_e6_play,Motorola Moto E6 Play,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,348,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_e6_play__motorola_e6_play,Motorola E6 Play,motorola_moto_e6_play,Motorola Moto E6 Play,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,349,ativo,false,false,Fabricante + nome curto.
motorola_moto_e6_play__motorola_moto_e6_play,Motorola Moto E6 Play,motorola_moto_e6_play,Motorola Moto E6 Play,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,350,ativo,false,false,Nome canonico.
motorola_moto_e6_plus__e6_plus,E6 Plus,motorola_moto_e6_plus,Motorola Moto E6 Plus,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,351,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_e6_plus__e6plus,E6Plus,motorola_moto_e6_plus,Motorola Moto E6 Plus,Motorola,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,352,ativo,false,false,Alias informado na planilha de capinhas.
motorola_moto_e6_plus__moto_e6_plus,Moto E6 Plus,motorola_moto_e6_plus,Motorola Moto E6 Plus,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,353,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_e6_plus__motorola_e6_plus,Motorola E6 Plus,motorola_moto_e6_plus,Motorola Moto E6 Plus,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,354,ativo,false,false,Fabricante + nome curto.
motorola_moto_e6_plus__motorola_moto_e6_plus,Motorola Moto E6 Plus,motorola_moto_e6_plus,Motorola Moto E6 Plus,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,355,ativo,false,false,Nome canonico.
motorola_moto_e6i__e6i,E6I,motorola_moto_e6i,Motorola Moto E6I,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,356,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_e6i__moto_e6i,Moto E6I,motorola_moto_e6i,Motorola Moto E6I,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,357,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_e6i__motorola_e6i,Motorola E6I,motorola_moto_e6i,Motorola Moto E6I,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,358,ativo,false,false,Fabricante + nome curto.
motorola_moto_e6i__motorola_moto_e6i,Motorola Moto E6I,motorola_moto_e6i,Motorola Moto E6I,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,359,ativo,false,false,Nome canonico.
motorola_moto_e6s__e6s,E6S,motorola_moto_e6s,Motorola Moto E6S,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,360,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_e6s__moto_e6s,Moto E6S,motorola_moto_e6s,Motorola Moto E6S,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,361,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_e6s__motorola_e6s,Motorola E6S,motorola_moto_e6s,Motorola Moto E6S,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,362,ativo,false,false,Fabricante + nome curto.
motorola_moto_e6s__motorola_moto_e6s,Motorola Moto E6S,motorola_moto_e6s,Motorola Moto E6S,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,363,ativo,false,false,Nome canonico.
motorola_moto_e7__e7,E7,motorola_moto_e7,Motorola Moto E7,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,364,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_e7__moto_e7,Moto E7,motorola_moto_e7,Motorola Moto E7,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,365,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_e7__motorola_e7,Motorola E7,motorola_moto_e7,Motorola Moto E7,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,366,ativo,false,false,Fabricante + nome curto.
motorola_moto_e7__motorola_moto_e7,Motorola Moto E7,motorola_moto_e7,Motorola Moto E7,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,367,ativo,false,false,Nome canonico.
motorola_moto_e7_play__e7_play,E7 Play,motorola_moto_e7_play,Motorola Moto E7 Play,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,368,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_e7_play__e7play,E7Play,motorola_moto_e7_play,Motorola Moto E7 Play,Motorola,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,369,ativo,false,false,Alias informado na planilha de capinhas.
motorola_moto_e7_play__moto_e7_play,Moto E7 Play,motorola_moto_e7_play,Motorola Moto E7 Play,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,370,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_e7_play__motorola_e7_play,Motorola E7 Play,motorola_moto_e7_play,Motorola Moto E7 Play,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,371,ativo,false,false,Fabricante + nome curto.
motorola_moto_e7_play__motorola_moto_e7_play,Motorola Moto E7 Play,motorola_moto_e7_play,Motorola Moto E7 Play,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,372,ativo,false,false,Nome canonico.
motorola_moto_e7_plus__e7_plus,E7 Plus,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,373,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_e7_plus__e7plus,E7Plus,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,374,ativo,false,false,Alias informado na planilha de capinhas.
motorola_moto_e7_plus__moto_e7_plus,Moto E7 Plus,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,375,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_e7_plus__motorola_e7_plus,Motorola E7 Plus,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,376,ativo,false,false,Fabricante + nome curto.
motorola_moto_e7_plus__motorola_moto_e7_plus,Motorola Moto E7 Plus,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,377,ativo,false,false,Nome canonico.
motorola_moto_e7_power__e7_power,E7 Power,motorola_moto_e7_power,Motorola Moto E7 Power,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,378,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_e7_power__e7power,E7Power,motorola_moto_e7_power,Motorola Moto E7 Power,Motorola,common_typo,docs/catalogo/seeds/device_aliases_seed_001.csv,379,ativo,false,false,Alias informado na planilha de capinhas.
motorola_moto_e7_power__moto_e7_power,Moto E7 Power,motorola_moto_e7_power,Motorola Moto E7 Power,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,380,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_e7_power__motorola_e7_power,Motorola E7 Power,motorola_moto_e7_power,Motorola Moto E7 Power,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,381,ativo,false,false,Fabricante + nome curto.
motorola_moto_e7_power__motorola_moto_e7_power,Motorola Moto E7 Power,motorola_moto_e7_power,Motorola Moto E7 Power,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,382,ativo,false,false,Nome canonico.
motorola_moto_g_power__g_power,G Power,motorola_moto_g_power,Motorola Moto G Power,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,383,ativo,false,false,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g_power__gpower,GPower,motorola_moto_g_power,Motorola Moto G Power,Motorola,marketplace_name,docs/catalogo/seeds/device_aliases_seed_001.csv,384,ativo,false,false,Alias informado na planilha de capinhas.
motorola_moto_g_power__moto_g_power,Moto G Power,motorola_moto_g_power,Motorola Moto G Power,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,385,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_g_power__motorola_g_power,Motorola G Power,motorola_moto_g_power,Motorola Moto G Power,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,386,ativo,false,false,Fabricante + nome curto.
motorola_moto_g_power__motorola_moto_g_power,Motorola Moto G Power,motorola_moto_g_power,Motorola Moto G Power,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,387,ativo,false,false,Nome canonico.
motorola_moto_g04__g04,G04,motorola_moto_g04,Motorola Moto G04,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,388,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g04__moto_g04,Moto G04,motorola_moto_g04,Motorola Moto G04,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,389,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_g04__motorola_g04,Motorola G04,motorola_moto_g04,Motorola Moto G04,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,390,ativo,false,false,Fabricante + nome curto.
motorola_moto_g04__motorola_moto_g04,Motorola Moto G04,motorola_moto_g04,Motorola Moto G04,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,391,ativo,false,false,Nome canonico.
motorola_moto_g05__g05,G05,motorola_moto_g05,Motorola Moto G05,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,392,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g05__moto_g05,Moto G05,motorola_moto_g05,Motorola Moto G05,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,393,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_g05__motorola_g05,Motorola G05,motorola_moto_g05,Motorola Moto G05,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,394,ativo,false,false,Fabricante + nome curto.
motorola_moto_g05__motorola_moto_g05,Motorola Moto G05,motorola_moto_g05,Motorola Moto G05,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,395,ativo,false,false,Nome canonico.
motorola_moto_g06__g06,G06,motorola_moto_g06,Motorola Moto G06,Motorola,short,docs/catalogo/seeds/device_aliases_seed_001.csv,396,ativo,true,requer_contexto_marca,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g06__moto_g06,Moto G06,motorola_moto_g06,Motorola Moto G06,Motorola,commercial_variant,docs/catalogo/seeds/device_aliases_seed_001.csv,397,ativo,false,false,Variante comercial sem fabricante principal.
motorola_moto_g06__motorola_g06,Motorola G06,motorola_moto_g06,Motorola Moto G06,Motorola,brand_short,docs/catalogo/seeds/device_aliases_seed_001.csv,398,ativo,false,false,Fabricante + nome curto.
motorola_moto_g06__motorola_moto_g06,Motorola Moto G06,motorola_moto_g06,Motorola Moto G06,Motorola,canonical,docs/catalogo/seeds/device_aliases_seed_001.csv,399,ativo,false,false,Nome canonico.
