pair_id,model_a_id,model_a_name,model_a_brand,model_b_id,model_b_name,model_b_brand,supporting_group_ids,supporting_group_count,same_brand,cross_brand,best_evidence_status,worst_evidence_status,source_count,has_confirmed_supplier,has_bench_confirmation,has_probable_market,has_requires_test,has_conflict,public_visibility,mvp_eligibility,public_warning,source_files,notes
pair_0196,motorola_moto_e20,Motorola Moto E20,Motorola,samsung_galaxy_a23_4g,Samsung Galaxy A23 4G,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0197,motorola_moto_e20,Motorola Moto E20,Motorola,samsung_galaxy_a70,Samsung Galaxy A70,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70 | Super grupo A04 / A04S / A04E / A13 / M12 / G30,2,false,true,precisa_testar,precisa_testar,2,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0198,motorola_moto_e20,Motorola Moto E20,Motorola,samsung_galaxy_m12,Samsung Galaxy M12,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70 | Super grupo A04 / A04S / A04E / A13 / M12 / G30,2,false,true,precisa_testar,precisa_testar,2,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0199,motorola_moto_e30,Motorola Moto E30,Motorola,motorola_moto_e40,Motorola Moto E40,Motorola,E30 / E40,1,true,false,confirmado_fornecedor,confirmado_fornecedor,1,true,false,false,false,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0200,motorola_moto_e32,Motorola Moto E32,Motorola,motorola_moto_e32s,Motorola Moto E32S,Motorola,E32 / E32s,1,true,false,provavel_mercado,provavel_mercado,1,false,false,true,false,false,beta_only,BETA_COM_AVISO,Recomendado teste seco antes da aplicação em cliente,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0201,motorola_moto_e32,Motorola Moto E32,Motorola,motorola_moto_g22,Motorola Moto G22,Motorola,G22 / E32,1,true,false,confirmado_fornecedor,confirmado_fornecedor,1,true,false,false,false,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0202,motorola_moto_e6_plus,Motorola Moto E6 Plus,Motorola,motorola_moto_e6s,Motorola Moto E6S,Motorola,E6S / E6 Plus,1,true,false,confirmado_fornecedor,confirmado_fornecedor,1,true,false,false,false,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0203,motorola_moto_e6i,Motorola Moto E6I,Motorola,motorola_moto_e6s,Motorola Moto E6S,Motorola,E6S / E6I,1,true,false,confirmado_fornecedor,confirmado_fornecedor,1,true,false,false,false,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0204,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,motorola_moto_g10,Motorola Moto G10,Motorola,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,true,false,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0205,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,motorola_moto_g20,Motorola Moto G20,Motorola,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,true,false,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0206,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,motorola_moto_g30,Motorola Moto G30,Motorola,Super grupo A02 / A03 / A12 / A13 / A23 / A70 | Super grupo A04 / A04S / A04E / A13 / M12 / G30,2,true,false,precisa_testar,precisa_testar,2,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0207,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,motorola_moto_g9,Motorola Moto G9,Motorola,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,true,false,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0208,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,motorola_moto_g9_play,Motorola Moto G9 Play,Motorola,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,true,false,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0209,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,motorola_moto_one_fusion,Motorola Moto One Fusion,Motorola,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,true,false,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0210,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,realme_c11,Realme C11,Realme,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0211,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,realme_c21y,Realme C21Y,Realme,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0212,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,realme_c25,Realme C25,Realme,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0213,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,realme_c35,Realme C35,Realme,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0214,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,redmi_9a_sport,Redmi 9A Sport,Redmi,Super grupo A02 / A03 / A12 / A13 / A23 / A70 | Super grupo A04 / A04S / A04E / A13 / M12 / G30,2,false,true,precisa_testar,precisa_testar,2,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0215,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,samsung_galaxy_a02,Samsung Galaxy A02,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0216,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,samsung_galaxy_a02s,Samsung Galaxy A02S,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0217,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,samsung_galaxy_a03,Samsung Galaxy A03,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0218,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,samsung_galaxy_a03_core,Samsung Galaxy A03 Core,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0219,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,samsung_galaxy_a03s,Samsung Galaxy A03S,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70 | Super grupo A04 / A04S / A04E / A13 / M12 / G30,2,false,true,precisa_testar,precisa_testar,2,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0220,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,samsung_galaxy_a04,Samsung Galaxy A04,Samsung,Super grupo A04 / A04S / A04E / A13 / M12 / G30,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0221,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,samsung_galaxy_a04_core,Samsung Galaxy A04 Core,Samsung,Super grupo A04 / A04S / A04E / A13 / M12 / G30,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0222,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,samsung_galaxy_a04e,Samsung Galaxy A04E,Samsung,Super grupo A04 / A04S / A04E / A13 / M12 / G30,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0223,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,samsung_galaxy_a04s,Samsung Galaxy A04S,Samsung,Super grupo A04 / A04S / A04E / A13 / M12 / G30,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0224,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,samsung_galaxy_a12,Samsung Galaxy A12,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0225,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,samsung_galaxy_a13,Samsung Galaxy A13,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70 | Super grupo A04 / A04S / A04E / A13 / M12 / G30,2,false,true,precisa_testar,precisa_testar,2,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0226,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,samsung_galaxy_a13_4g,Samsung Galaxy A13 4G,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0227,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,samsung_galaxy_a13_5g,Samsung Galaxy A13 5G,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0228,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,samsung_galaxy_a23,Samsung Galaxy A23,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0229,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,samsung_galaxy_a23_4g,Samsung Galaxy A23 4G,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0230,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,samsung_galaxy_a70,Samsung Galaxy A70,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70 | Super grupo A04 / A04S / A04E / A13 / M12 / G30,2,false,true,precisa_testar,precisa_testar,2,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0231,motorola_moto_e7_plus,Motorola Moto E7 Plus,Motorola,samsung_galaxy_m12,Samsung Galaxy M12,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70 | Super grupo A04 / A04S / A04E / A13 / M12 / G30,2,false,true,precisa_testar,precisa_testar,2,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0232,motorola_moto_g04,Motorola Moto G04,Motorola,motorola_moto_g24,Motorola Moto G24,Motorola,G04 / G24 / E14,1,true,false,confirmado_fornecedor,confirmado_fornecedor,1,true,false,false,false,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0233,motorola_moto_g05,Motorola Moto G05,Motorola,motorola_moto_g15,Motorola Moto G15,Motorola,Super grupo Moto G05 / G15 / G35 / G75 + Realme C75 | G05 / G15 / G35,2,true,false,confirmado_fornecedor,precisa_testar,2,true,false,false,true,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0234,motorola_moto_g05,Motorola Moto G05,Motorola,motorola_moto_g35,Motorola Moto G35,Motorola,Super grupo Moto G05 / G15 / G35 / G75 + Realme C75 | G05 / G15 / G35,2,true,false,confirmado_fornecedor,precisa_testar,2,true,false,false,true,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0235,motorola_moto_g05,Motorola Moto G05,Motorola,motorola_moto_g36,Motorola Moto G36,Motorola,Super grupo Moto G05 / G15 / G35 / G75 + Realme C75,1,true,false,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0236,motorola_moto_g05,Motorola Moto G05,Motorola,motorola_moto_g56,Motorola Moto G56,Motorola,Super grupo Moto G05 / G15 / G35 / G75 + Realme C75,1,true,false,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0237,motorola_moto_g05,Motorola Moto G05,Motorola,motorola_moto_g75,Motorola Moto G75,Motorola,Super grupo Moto G05 / G15 / G35 / G75 + Realme C75,1,true,false,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0238,motorola_moto_g05,Motorola Moto G05,Motorola,realme_c55,Realme C55,Realme,Super grupo Moto G05 / G15 / G35 / G75 + Realme C75,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0239,motorola_moto_g05,Motorola Moto G05,Motorola,realme_c63_5g,Realme C63 5G,Realme,Super grupo Moto G05 / G15 / G35 / G75 + Realme C75,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0240,motorola_moto_g05,Motorola Moto G05,Motorola,realme_c65,Realme C65,Realme,Super grupo Moto G05 / G15 / G35 / G75 + Realme C75,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0241,motorola_moto_g05,Motorola Moto G05,Motorola,realme_c67_5g,Realme C67 5G,Realme,Super grupo Moto G05 / G15 / G35 / G75 + Realme C75,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0242,motorola_moto_g05,Motorola Moto G05,Motorola,realme_c75,Realme C75,Realme,Super grupo Moto G05 / G15 / G35 / G75 + Realme C75,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0243,motorola_moto_g10,Motorola Moto G10,Motorola,motorola_moto_g20,Motorola Moto G20,Motorola,Super grupo A02 / A03 / A12 / A13 / A23 / A70 | G10 / G20 / G30,2,true,false,confirmado_fornecedor,precisa_testar,2,true,false,false,true,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0244,motorola_moto_g10,Motorola Moto G10,Motorola,motorola_moto_g30,Motorola Moto G30,Motorola,Super grupo A02 / A03 / A12 / A13 / A23 / A70 | G10 / G20 / G30,2,true,false,confirmado_fornecedor,precisa_testar,2,true,false,false,true,false,visible,PUBLICAVEL_PADRAO,nenhum,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0245,motorola_moto_g10,Motorola Moto G10,Motorola,motorola_moto_g9,Motorola Moto G9,Motorola,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,true,false,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0246,motorola_moto_g10,Motorola Moto G10,Motorola,motorola_moto_g9_play,Motorola Moto G9 Play,Motorola,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,true,false,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0247,motorola_moto_g10,Motorola Moto G10,Motorola,motorola_moto_one_fusion,Motorola Moto One Fusion,Motorola,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,true,false,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par dentro da mesma marca.
pair_0248,motorola_moto_g10,Motorola Moto G10,Motorola,realme_c11,Realme C11,Realme,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0249,motorola_moto_g10,Motorola Moto G10,Motorola,realme_c21y,Realme C21Y,Realme,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0250,motorola_moto_g10,Motorola Moto G10,Motorola,realme_c25,Realme C25,Realme,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0251,motorola_moto_g10,Motorola Moto G10,Motorola,realme_c35,Realme C35,Realme,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0252,motorola_moto_g10,Motorola Moto G10,Motorola,redmi_9a_sport,Redmi 9A Sport,Redmi,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0253,motorola_moto_g10,Motorola Moto G10,Motorola,samsung_galaxy_a02,Samsung Galaxy A02,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0254,motorola_moto_g10,Motorola Moto G10,Motorola,samsung_galaxy_a02s,Samsung Galaxy A02S,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0255,motorola_moto_g10,Motorola Moto G10,Motorola,samsung_galaxy_a03,Samsung Galaxy A03,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0256,motorola_moto_g10,Motorola Moto G10,Motorola,samsung_galaxy_a03_core,Samsung Galaxy A03 Core,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0257,motorola_moto_g10,Motorola Moto G10,Motorola,samsung_galaxy_a03s,Samsung Galaxy A03S,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0258,motorola_moto_g10,Motorola Moto G10,Motorola,samsung_galaxy_a12,Samsung Galaxy A12,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
pair_0259,motorola_moto_g10,Motorola Moto G10,Motorola,samsung_galaxy_a13,Samsung Galaxy A13,Samsung,Super grupo A02 / A03 / A12 / A13 / A23 / A70,1,false,true,precisa_testar,precisa_testar,1,false,false,false,true,false,hidden,NAO_PUBLICAVEL,Nivel de confiança baixo; requer teste seco presencial em bancada,docs/catalogo/seeds/device_compatibilities_seed_001.csv,Par cruzado entre marcas distintas; exigir contexto de marca.
