alias_key,model_key,alias,normalized_alias,alias_type,is_ambiguous,requires_brand_context,confidence,notes
motorola_moto_g10_play__moto_g10_play,motorola_moto_g10_play,Moto G10 Play,MOTO G10 PLAY,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g10_play__motorola_g10_play,motorola_moto_g10_play,Motorola G10 Play,MOTOROLA G10 PLAY,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g10_play__motorola_moto_g10_play,motorola_moto_g10_play,Motorola Moto G10 Play,MOTOROLA MOTO G10 PLAY,canonical,false,false,alta,Nome canonico.
motorola_moto_g100__g100,motorola_moto_g100,G100,G100,short,false,false,alta,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g100__moto_g100,motorola_moto_g100,Moto G100,MOTO G100,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g100__motorola_g100,motorola_moto_g100,Motorola G100,MOTOROLA G100,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g100__motorola_moto_g100,motorola_moto_g100,Motorola Moto G100,MOTOROLA MOTO G100,canonical,false,false,alta,Nome canonico.
motorola_moto_g13__g13,motorola_moto_g13,G13,G13,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g13__moto_g13,motorola_moto_g13,Moto G13,MOTO G13,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g13__motorola_g13,motorola_moto_g13,Motorola G13,MOTOROLA G13,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g13__motorola_moto_g13,motorola_moto_g13,Motorola Moto G13,MOTOROLA MOTO G13,canonical,false,false,alta,Nome canonico.
motorola_moto_g14__g14,motorola_moto_g14,G14,G14,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g14__moto_g14,motorola_moto_g14,Moto G14,MOTO G14,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g14__motorola_g14,motorola_moto_g14,Motorola G14,MOTOROLA G14,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g14__motorola_moto_g14,motorola_moto_g14,Motorola Moto G14,MOTOROLA MOTO G14,canonical,false,false,alta,Nome canonico.
motorola_moto_g15__g15,motorola_moto_g15,G15,G15,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g15__moto_g15,motorola_moto_g15,Moto G15,MOTO G15,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g15__motorola_g15,motorola_moto_g15,Motorola G15,MOTOROLA G15,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g15__motorola_moto_g15,motorola_moto_g15,Motorola Moto G15,MOTOROLA MOTO G15,canonical,false,false,alta,Nome canonico.
motorola_moto_g17__g17,motorola_moto_g17,G17,G17,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g17__moto_g17,motorola_moto_g17,Moto G17,MOTO G17,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g17__motorola_g17,motorola_moto_g17,Motorola G17,MOTOROLA G17,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g17__motorola_moto_g17,motorola_moto_g17,Motorola Moto G17,MOTOROLA MOTO G17,canonical,false,false,alta,Nome canonico.
motorola_moto_g20__g20,motorola_moto_g20,G20,G20,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g20__moto_g20,motorola_moto_g20,Moto G20,MOTO G20,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g20__motorola_g20,motorola_moto_g20,Motorola G20,MOTOROLA G20,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g20__motorola_moto_g20,motorola_moto_g20,Motorola Moto G20,MOTOROLA MOTO G20,canonical,false,false,alta,Nome canonico.
motorola_moto_g22__g22,motorola_moto_g22,G22,G22,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g22__moto_g22,motorola_moto_g22,Moto G22,MOTO G22,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g22__motorola_g22,motorola_moto_g22,Motorola G22,MOTOROLA G22,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g22__motorola_moto_g22,motorola_moto_g22,Motorola Moto G22,MOTOROLA MOTO G22,canonical,false,false,alta,Nome canonico.
motorola_moto_g23__g23,motorola_moto_g23,G23,G23,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g23__moto_g23,motorola_moto_g23,Moto G23,MOTO G23,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g23__motorola_g23,motorola_moto_g23,Motorola G23,MOTOROLA G23,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g23__motorola_moto_g23,motorola_moto_g23,Motorola Moto G23,MOTOROLA MOTO G23,canonical,false,false,alta,Nome canonico.
motorola_moto_g24__g24,motorola_moto_g24,G24,G24,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g24__moto_g24,motorola_moto_g24,Moto G24,MOTO G24,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g24__motorola_g24,motorola_moto_g24,Motorola G24,MOTOROLA G24,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g24__motorola_moto_g24,motorola_moto_g24,Motorola Moto G24,MOTOROLA MOTO G24,canonical,false,false,alta,Nome canonico.
motorola_moto_g24_power__g24_power,motorola_moto_g24_power,G24 Power,G24 POWER,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g24_power__g24power,motorola_moto_g24_power,G24Power,G24POWER,common_typo,false,false,alta,Alias informado na planilha de capinhas.
motorola_moto_g24_power__moto_g24_power,motorola_moto_g24_power,Moto G24 Power,MOTO G24 POWER,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g24_power__motorola_g24_power,motorola_moto_g24_power,Motorola G24 Power,MOTOROLA G24 POWER,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g24_power__motorola_moto_g24_power,motorola_moto_g24_power,Motorola Moto G24 Power,MOTOROLA MOTO G24 POWER,canonical,false,false,alta,Nome canonico.
motorola_moto_g25__g25,motorola_moto_g25,G25,G25,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g25__moto_g25,motorola_moto_g25,Moto G25,MOTO G25,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g25__motorola_g25,motorola_moto_g25,Motorola G25,MOTOROLA G25,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g25__motorola_moto_g25,motorola_moto_g25,Motorola Moto G25,MOTOROLA MOTO G25,canonical,false,false,alta,Nome canonico.
motorola_moto_g30__g30,motorola_moto_g30,G30,G30,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g30__moto_g30,motorola_moto_g30,Moto G30,MOTO G30,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g30__motorola_g30,motorola_moto_g30,Motorola G30,MOTOROLA G30,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g30__motorola_moto_g30,motorola_moto_g30,Motorola Moto G30,MOTOROLA MOTO G30,canonical,false,false,alta,Nome canonico.
motorola_moto_g31__g31,motorola_moto_g31,G31,G31,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g31__moto_g31,motorola_moto_g31,Moto G31,MOTO G31,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g31__motorola_g31,motorola_moto_g31,Motorola G31,MOTOROLA G31,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g31__motorola_moto_g31,motorola_moto_g31,Motorola Moto G31,MOTOROLA MOTO G31,canonical,false,false,alta,Nome canonico.
motorola_moto_g32__g32,motorola_moto_g32,G32,G32,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g32__moto_g32,motorola_moto_g32,Moto G32,MOTO G32,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g32__motorola_g32,motorola_moto_g32,Motorola G32,MOTOROLA G32,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g32__motorola_moto_g32,motorola_moto_g32,Motorola Moto G32,MOTOROLA MOTO G32,canonical,false,false,alta,Nome canonico.
motorola_moto_g34__g34,motorola_moto_g34,G34,G34,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g34__moto_g34,motorola_moto_g34,Moto G34,MOTO G34,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g34__motorola_g34,motorola_moto_g34,Motorola G34,MOTOROLA G34,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g34__motorola_moto_g34,motorola_moto_g34,Motorola Moto G34,MOTOROLA MOTO G34,canonical,false,false,alta,Nome canonico.
motorola_moto_g35__g35,motorola_moto_g35,G35,G35,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g35__moto_g35,motorola_moto_g35,Moto G35,MOTO G35,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g35__motorola_g35,motorola_moto_g35,Motorola G35,MOTOROLA G35,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g35__motorola_moto_g35,motorola_moto_g35,Motorola Moto G35,MOTOROLA MOTO G35,canonical,false,false,alta,Nome canonico.
motorola_moto_g36__g36,motorola_moto_g36,G36,G36,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g36__moto_g36,motorola_moto_g36,Moto G36,MOTO G36,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g36__motorola_g36,motorola_moto_g36,Motorola G36,MOTOROLA G36,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g36__motorola_moto_g36,motorola_moto_g36,Motorola Moto G36,MOTOROLA MOTO G36,canonical,false,false,alta,Nome canonico.
motorola_moto_g40__g40,motorola_moto_g40,G40,G40,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g40__moto_g40,motorola_moto_g40,Moto G40,MOTO G40,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g40__motorola_g40,motorola_moto_g40,Motorola G40,MOTOROLA G40,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g40__motorola_moto_g40,motorola_moto_g40,Motorola Moto G40,MOTOROLA MOTO G40,canonical,false,false,alta,Nome canonico.
motorola_moto_g40_fusion__g40_fusion,motorola_moto_g40_fusion,G40 Fusion,G40 FUSION,short,false,false,alta,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g40_fusion__g40fusion,motorola_moto_g40_fusion,G40Fusion,G40FUSION,common_typo,false,false,alta,Alias informado na planilha de capinhas.
motorola_moto_g40_fusion__moto_g40_fusion,motorola_moto_g40_fusion,Moto G40 Fusion,MOTO G40 FUSION,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g40_fusion__motorola_g40_fusion,motorola_moto_g40_fusion,Motorola G40 Fusion,MOTOROLA G40 FUSION,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g40_fusion__motorola_moto_g40_fusion,motorola_moto_g40_fusion,Motorola Moto G40 Fusion,MOTOROLA MOTO G40 FUSION,canonical,false,false,alta,Nome canonico.
motorola_moto_g41__g41,motorola_moto_g41,G41,G41,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g41__moto_g41,motorola_moto_g41,Moto G41,MOTO G41,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g41__motorola_g41,motorola_moto_g41,Motorola G41,MOTOROLA G41,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g41__motorola_moto_g41,motorola_moto_g41,Motorola Moto G41,MOTOROLA MOTO G41,canonical,false,false,alta,Nome canonico.
motorola_moto_g42__g42,motorola_moto_g42,G42,G42,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g42__moto_g42,motorola_moto_g42,Moto G42,MOTO G42,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g42__motorola_g42,motorola_moto_g42,Motorola G42,MOTOROLA G42,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g42__motorola_moto_g42,motorola_moto_g42,Motorola Moto G42,MOTOROLA MOTO G42,canonical,false,false,alta,Nome canonico.
motorola_moto_g45__g45,motorola_moto_g45,G45,G45,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g45__moto_g45,motorola_moto_g45,Moto G45,MOTO G45,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g45__motorola_g45,motorola_moto_g45,Motorola G45,MOTOROLA G45,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g45__motorola_moto_g45,motorola_moto_g45,Motorola Moto G45,MOTOROLA MOTO G45,canonical,false,false,alta,Nome canonico.
motorola_moto_g5__g5,motorola_moto_g5,G5,G5,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g5__moto_g5,motorola_moto_g5,Moto G5,MOTO G5,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g5__motorola_g5,motorola_moto_g5,Motorola G5,MOTOROLA G5,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g5__motorola_moto_g5,motorola_moto_g5,Motorola Moto G5,MOTOROLA MOTO G5,canonical,false,false,alta,Nome canonico.
motorola_moto_g5_plus__g5_plus,motorola_moto_g5_plus,G5 Plus,G5 PLUS,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g5_plus__g5plus,motorola_moto_g5_plus,G5Plus,G5PLUS,common_typo,false,false,alta,Alias informado na planilha de capinhas.
motorola_moto_g5_plus__moto_g5_plus,motorola_moto_g5_plus,Moto G5 Plus,MOTO G5 PLUS,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g5_plus__motorola_g5_plus,motorola_moto_g5_plus,Motorola G5 Plus,MOTOROLA G5 PLUS,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g5_plus__motorola_moto_g5_plus,motorola_moto_g5_plus,Motorola Moto G5 Plus,MOTOROLA MOTO G5 PLUS,canonical,false,false,alta,Nome canonico.
motorola_moto_g50__g50,motorola_moto_g50,G50,G50,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g50__moto_g50,motorola_moto_g50,Moto G50,MOTO G50,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g50__motorola_g50,motorola_moto_g50,Motorola G50,MOTOROLA G50,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g50__motorola_moto_g50,motorola_moto_g50,Motorola Moto G50,MOTOROLA MOTO G50,canonical,false,false,alta,Nome canonico.
motorola_moto_g51__g51,motorola_moto_g51,G51,G51,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g51__moto_g51,motorola_moto_g51,Moto G51,MOTO G51,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g51__motorola_g51,motorola_moto_g51,Motorola G51,MOTOROLA G51,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g51__motorola_moto_g51,motorola_moto_g51,Motorola Moto G51,MOTOROLA MOTO G51,canonical,false,false,alta,Nome canonico.
motorola_moto_g52__g52,motorola_moto_g52,G52,G52,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g52__moto_g52,motorola_moto_g52,Moto G52,MOTO G52,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g52__motorola_g52,motorola_moto_g52,Motorola G52,MOTOROLA G52,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g52__motorola_moto_g52,motorola_moto_g52,Motorola Moto G52,MOTOROLA MOTO G52,canonical,false,false,alta,Nome canonico.
motorola_moto_g53__g53,motorola_moto_g53,G53,G53,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g53__moto_g53,motorola_moto_g53,Moto G53,MOTO G53,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g53__motorola_g53,motorola_moto_g53,Motorola G53,MOTOROLA G53,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g53__motorola_moto_g53,motorola_moto_g53,Motorola Moto G53,MOTOROLA MOTO G53,canonical,false,false,alta,Nome canonico.
motorola_moto_g54__g54,motorola_moto_g54,G54,G54,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g54__moto_g54,motorola_moto_g54,Moto G54,MOTO G54,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g54__motorola_g54,motorola_moto_g54,Motorola G54,MOTOROLA G54,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g54__motorola_moto_g54,motorola_moto_g54,Motorola Moto G54,MOTOROLA MOTO G54,canonical,false,false,alta,Nome canonico.
motorola_moto_g55__g55,motorola_moto_g55,G55,G55,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g55__moto_g55,motorola_moto_g55,Moto G55,MOTO G55,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g55__motorola_g55,motorola_moto_g55,Motorola G55,MOTOROLA G55,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g55__motorola_moto_g55,motorola_moto_g55,Motorola Moto G55,MOTOROLA MOTO G55,canonical,false,false,alta,Nome canonico.
motorola_moto_g56__g56,motorola_moto_g56,G56,G56,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g56__moto_g56,motorola_moto_g56,Moto G56,MOTO G56,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g56__motorola_g56,motorola_moto_g56,Motorola G56,MOTOROLA G56,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g56__motorola_moto_g56,motorola_moto_g56,Motorola Moto G56,MOTOROLA MOTO G56,canonical,false,false,alta,Nome canonico.
motorola_moto_g57__g57,motorola_moto_g57,G57,G57,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g57__moto_g57,motorola_moto_g57,Moto G57,MOTO G57,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g57__motorola_g57,motorola_moto_g57,Motorola G57,MOTOROLA G57,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g57__motorola_moto_g57,motorola_moto_g57,Motorola Moto G57,MOTOROLA MOTO G57,canonical,false,false,alta,Nome canonico.
motorola_moto_g5s_plus__g5s_plus,motorola_moto_g5s_plus,G5S Plus,G5S PLUS,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g5s_plus__g5splus,motorola_moto_g5s_plus,G5SPlus,G5SPLUS,common_typo,false,false,alta,Alias informado na planilha de capinhas.
motorola_moto_g5s_plus__moto_g5s_plus,motorola_moto_g5s_plus,Moto G5S Plus,MOTO G5S PLUS,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g5s_plus__motorola_g5s_plus,motorola_moto_g5s_plus,Motorola G5S Plus,MOTOROLA G5S PLUS,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g5s_plus__motorola_moto_g5s_plus,motorola_moto_g5s_plus,Motorola Moto G5S Plus,MOTOROLA MOTO G5S PLUS,canonical,false,false,alta,Nome canonico.
motorola_moto_g6_play__g6_play,motorola_moto_g6_play,G6 Play,G6 PLAY,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g6_play__g6play,motorola_moto_g6_play,G6Play,G6PLAY,common_typo,false,false,alta,Alias informado na planilha de capinhas.
motorola_moto_g6_play__moto_g6_play,motorola_moto_g6_play,Moto G6 Play,MOTO G6 PLAY,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g6_play__motorola_g6_play,motorola_moto_g6_play,Motorola G6 Play,MOTOROLA G6 PLAY,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g6_play__motorola_moto_g6_play,motorola_moto_g6_play,Motorola Moto G6 Play,MOTOROLA MOTO G6 PLAY,canonical,false,false,alta,Nome canonico.
motorola_moto_g60__g60,motorola_moto_g60,G60,G60,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g60__moto_g60,motorola_moto_g60,Moto G60,MOTO G60,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g60__motorola_g60,motorola_moto_g60,Motorola G60,MOTOROLA G60,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g60__motorola_moto_g60,motorola_moto_g60,Motorola Moto G60,MOTOROLA MOTO G60,canonical,false,false,alta,Nome canonico.
motorola_moto_g60s__g60s,motorola_moto_g60s,G60S,G60S,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g60s__moto_g60s,motorola_moto_g60s,Moto G60S,MOTO G60S,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g60s__motorola_g60s,motorola_moto_g60s,Motorola G60S,MOTOROLA G60S,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g60s__motorola_moto_g60s,motorola_moto_g60s,Motorola Moto G60S,MOTOROLA MOTO G60S,canonical,false,false,alta,Nome canonico.
motorola_moto_g62__g62,motorola_moto_g62,G62,G62,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g62__moto_g62,motorola_moto_g62,Moto G62,MOTO G62,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g62__motorola_g62,motorola_moto_g62,Motorola G62,MOTOROLA G62,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g62__motorola_moto_g62,motorola_moto_g62,Motorola Moto G62,MOTOROLA MOTO G62,canonical,false,false,alta,Nome canonico.
motorola_moto_g64__g64,motorola_moto_g64,G64,G64,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g64__moto_g64,motorola_moto_g64,Moto G64,MOTO G64,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g64__motorola_g64,motorola_moto_g64,Motorola G64,MOTOROLA G64,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g64__motorola_moto_g64,motorola_moto_g64,Motorola Moto G64,MOTOROLA MOTO G64,canonical,false,false,alta,Nome canonico.
motorola_moto_g7__g7,motorola_moto_g7,G7,G7,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g7__moto_g7,motorola_moto_g7,Moto G7,MOTO G7,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g7__motorola_g7,motorola_moto_g7,Motorola G7,MOTOROLA G7,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g7__motorola_moto_g7,motorola_moto_g7,Motorola Moto G7,MOTOROLA MOTO G7,canonical,false,false,alta,Nome canonico.
motorola_moto_g7_play__g7_play,motorola_moto_g7_play,G7 Play,G7 PLAY,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g7_play__g7play,motorola_moto_g7_play,G7Play,G7PLAY,common_typo,false,false,alta,Alias informado na planilha de capinhas.
motorola_moto_g7_play__moto_g7_play,motorola_moto_g7_play,Moto G7 Play,MOTO G7 PLAY,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g7_play__motorola_g7_play,motorola_moto_g7_play,Motorola G7 Play,MOTOROLA G7 PLAY,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g7_play__motorola_moto_g7_play,motorola_moto_g7_play,Motorola Moto G7 Play,MOTOROLA MOTO G7 PLAY,canonical,false,false,alta,Nome canonico.
motorola_moto_g7_plus__g7_plus,motorola_moto_g7_plus,G7 Plus,G7 PLUS,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g7_plus__g7plus,motorola_moto_g7_plus,G7Plus,G7PLUS,common_typo,false,false,alta,Alias informado na planilha de capinhas.
motorola_moto_g7_plus__moto_g7_plus,motorola_moto_g7_plus,Moto G7 Plus,MOTO G7 PLUS,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g7_plus__motorola_g7_plus,motorola_moto_g7_plus,Motorola G7 Plus,MOTOROLA G7 PLUS,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g7_plus__motorola_moto_g7_plus,motorola_moto_g7_plus,Motorola Moto G7 Plus,MOTOROLA MOTO G7 PLUS,canonical,false,false,alta,Nome canonico.
motorola_moto_g7_power__g7_power,motorola_moto_g7_power,G7 Power,G7 POWER,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g7_power__g7power,motorola_moto_g7_power,G7Power,G7POWER,common_typo,false,false,alta,Alias informado na planilha de capinhas.
motorola_moto_g7_power__moto_g7_power,motorola_moto_g7_power,Moto G7 Power,MOTO G7 POWER,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g7_power__motorola_g7_power,motorola_moto_g7_power,Motorola G7 Power,MOTOROLA G7 POWER,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g7_power__motorola_moto_g7_power,motorola_moto_g7_power,Motorola Moto G7 Power,MOTOROLA MOTO G7 POWER,canonical,false,false,alta,Nome canonico.
motorola_moto_g71__g71,motorola_moto_g71,G71,G71,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g71__moto_g71,motorola_moto_g71,Moto G71,MOTO G71,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g71__motorola_g71,motorola_moto_g71,Motorola G71,MOTOROLA G71,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g71__motorola_moto_g71,motorola_moto_g71,Motorola Moto G71,MOTOROLA MOTO G71,canonical,false,false,alta,Nome canonico.
motorola_moto_g72__g72,motorola_moto_g72,G72,G72,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g72__moto_g72,motorola_moto_g72,Moto G72,MOTO G72,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g72__motorola_g72,motorola_moto_g72,Motorola G72,MOTOROLA G72,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g72__motorola_moto_g72,motorola_moto_g72,Motorola Moto G72,MOTOROLA MOTO G72,canonical,false,false,alta,Nome canonico.
motorola_moto_g73__g73,motorola_moto_g73,G73,G73,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g73__moto_g73,motorola_moto_g73,Moto G73,MOTO G73,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g73__motorola_g73,motorola_moto_g73,Motorola G73,MOTOROLA G73,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g73__motorola_moto_g73,motorola_moto_g73,Motorola Moto G73,MOTOROLA MOTO G73,canonical,false,false,alta,Nome canonico.
motorola_moto_g75__g75,motorola_moto_g75,G75,G75,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
motorola_moto_g75__moto_g75,motorola_moto_g75,Moto G75,MOTO G75,commercial_variant,false,false,alta,Variante comercial sem fabricante principal.
motorola_moto_g75__motorola_g75,motorola_moto_g75,Motorola G75,MOTOROLA G75,brand_short,false,false,alta,Fabricante + nome curto.
motorola_moto_g75__motorola_moto_g75,motorola_moto_g75,Motorola Moto G75,MOTOROLA MOTO G75,canonical,false,false,alta,Nome canonico.
motorola_moto_g77__g77,motorola_moto_g77,G77,G77,short,true,true,media,Alias curto; usar com contexto de marca quando ambiguo.
